mcav_gene_name,orthogroup,entry
Mcav_TRINITY_GG_27320_c0_g1_i1.p1,OG0011151,Q838I4
Mcav_TRINITY_GG_27120_c0_g1_i1.p1,OG0012743,Q9VMU8
Mcav_TRINITY_GG_55371_c19_g1_i1.p1,OG0000669,A2AAY5
Mcav_TRINITY_GG_33132_c21_g1_i1.p1,OG0002490,NA
Mcav_TRINITY_GG_25067_c6_g1_i1.p1,OG0009946,Q04742
Mcav_TRINITY_GG_49741_c2_g1_i1.p1,OG0005500,D3YXG0
Mcav_TRINITY_GG_54194_c4_g1_i1.p1,OG0004404,Q99NF2
Mcav_TRINITY_GG_40479_c98_g1_i1.p1,OG0007205,NA
Mcav_TRINITY_GG_47575_c9_g1_i2.p1,OG0004397,Q640B4
Mcav_TRINITY_GG_16902_c26_g1_i3.p1,OG0005120,NA
Mcav_TRINITY_GG_42529_c56_g1_i1.p1,OG0007363,B0BNA9
Mcav_TRINITY_GG_50899_c4_g1_i2.p1,OG0008029,Q95NI4
Mcav_TRINITY_GG_45150_c51_g1_i2.p1,OG0008488,Q04861
Mcav_TRINITY_GG_19638_c5_g1_i1.p1,OG0008758,Q9NQX5
Mcav_TRINITY_GG_34195_c1_g1_i1.p1,OG0003238,Q9NQH7
Mcav_TRINITY_GG_30138_c0_g1_i1.p1,OG0007498,P69736
Mcav_TRINITY_GG_54108_c0_g1_i1.p1,OG0011929,Q00168
Mcav_TRINITY_GG_60131_c5_g1_i1.p1,OG0003970,B5XBI1
Mcav_TRINITY_GG_54562_c24_g1_i1.p1,OG0008491,P85515
Mcav_TRINITY_GG_61767_c0_g1_i1.p1,OG0003776,NA
Mcav_TRINITY_GG_22797_c2_g1_i1.p1,OG0012735,NA
Mcav_TRINITY_GG_49658_c4_g1_i1.p1,OG0012390,Q8K1P8
Mcav_TRINITY_GG_28707_c1_g1_i1.p1,OG0007280,NA
Mcav_TRINITY_GG_38918_c0_g1_i1.p1,OG0010660,NA
Mcav_TRINITY_GG_44205_c28_g1_i1.p1,OG0006017,O73612
Mcav_TRINITY_GG_24694_c3_g1_i2.p1,OG0003868,NA
Mcav_TRINITY_GG_10490_c7_g1_i2.p1,OG0005630,Q4R4T9
Mcav_TRINITY_GG_48097_c0_g1_i1.p1,OG0012428,P24610
Mcav_TRINITY_GG_47137_c21_g1_i4.p2,OG0011058,Q9JMA7
Mcav_TRINITY_GG_35891_c0_g1_i1.p1,OG0001688,NA
Mcav_TRINITY_GG_54169_c102_g1_i1.p1,OG0008271,Q5TJE1
Mcav_TRINITY_GG_23130_c19_g1_i1.p2,OG0004442,Q99MD6
Mcav_TRINITY_GG_12837_c3_g1_i1.p1,OG0000225,NA
Mcav_TRINITY_GG_21311_c0_g1_i1.p1,OG0006937,Q26619
Mcav_TRINITY_GG_20845_c1_g1_i1.p1,OG0008599,Q921G8
Mcav_TRINITY_GG_26940_c0_g1_i1.p1,OG0010521,C9JTQ0
Mcav_TRINITY_GG_54623_c3_g1_i1.p1,OG0010187,Q9CYL5
Mcav_TRINITY_GG_15028_c0_g1_i1.p1,OG0005009,NA
Mcav_TRINITY_GG_5986_c3_g1_i1.p1,OG0012369,NA
Mcav_TRINITY_GG_23008_c15_g1_i2.p1,OG0003902,Q5AT15
Mcav_TRINITY_GG_729_c13_g1_i1.p1,OG0012302,NA
Mcav_TRINITY_GG_17483_c19_g1_i5.p1,OG0007540,Q9H8W3
Mcav_TRINITY_GG_46784_c0_g1_i2.p1,OG0007228,Q4G0X4
Mcav_TRINITY_GG_14139_c5_g1_i1.p1,OG0012254,P16671
Mcav_TRINITY_GG_55456_c16_g1_i1.p1,OG0008518,Q08D19
Mcav_TRINITY_GG_29432_c0_g1_i1.p1,OG0005480,Q1LU86
Mcav_TRINITY_GG_8238_c2_g1_i1.p1,OG0011808,A6QPM3
Mcav_TRINITY_GG_22671_c7_g1_i1.p1,OG0001715,Q5ZJ08
Mcav_TRINITY_GG_34075_c3_g1_i1.p1,OG0004896,P51665
Mcav_TRINITY_GG_6340_c5_g1_i1.p1,OG0004360,NA
Mcav_TRINITY_GG_6125_c0_g1_i1.p1,OG0002964,Q7ZVH1
Mcav_TRINITY_GG_33779_c1_g2_i2.p1,OG0007734,Q0P595
Mcav_TRINITY_GG_2371_c10_g1_i1.p1,OG0004023,Q95VY2
Mcav_TRINITY_GG_17309_c3_g1_i1.p1,OG0005393,NA
Mcav_TRINITY_GG_59712_c0_g1_i1.p1,OG0011917,NA
Mcav_TRINITY_GG_13549_c68_g1_i1.p1,OG0000936,NA
Mcav_TRINITY_GG_4876_c2_g1_i1.p1,OG0003109,Q99442
Mcav_TRINITY_GG_28243_c7_g1_i2.p1,OG0002434,Q8IXZ2
Mcav_TRINITY_GG_20838_c55_g1_i1.p1,OG0001220,Q9PWF7
Mcav_TRINITY_GG_60867_c6_g1_i2.p1,OG0012472,P16951
Mcav_TRINITY_GG_13187_c0_g1_i1.p1,OG0001158,Q7SZP9
Mcav_TRINITY_GG_26944_c0_g1_i1.p1,OG0010772,C9JTQ0
Mcav_TRINITY_GG_25482_c0_g1_i1.p1,OG0007951,Q3UMM4
Mcav_TRINITY_GG_10352_c0_g1_i1.p1,OG0004425,NA
Mcav_TRINITY_GG_34368_c0_g1_i1.p1,OG0011846,A0A0R4IVA4
Mcav_TRINITY_GG_38406_c0_g1_i1.p1,OG0010154,Q8BGQ2
Mcav_TRINITY_GG_49772_c0_g1_i2.p1,OG0005640,NA
Mcav_TRINITY_GG_18516_c7_g1_i1.p2,OG0002355,Q9BRU9
Mcav_TRINITY_GG_6395_c0_g1_i1.p1,OG0007871,NA
Mcav_TRINITY_GG_50142_c5_g1_i1.p1,OG0010734,NA
Mcav_TRINITY_GG_28520_c9_g1_i1.p1,OG0010415,NA
Mcav_TRINITY_GG_24280_c0_g1_i1.p1,OG0007202,Q8WXB1
Mcav_TRINITY_GG_54456_c5_g1_i1.p1,OG0012146,NA
Mcav_TRINITY_GG_50159_c0_g1_i1.p1,OG0006252,Q86UT8
Mcav_TRINITY_GG_22926_c19_g1_i1.p1,OG0004130,NA
Mcav_TRINITY_GG_13296_c10_g1_i4.p1,OG0000677,P29773
Mcav_TRINITY_GG_6893_c1_g1_i1.p1,OG0001731,Q27433
Mcav_TRINITY_GG_30115_c7_g1_i10.p1,OG0002995,Q5TM62
Mcav_TRINITY_GG_20714_c0_g1_i1.p1,OG0009888,NA
Mcav_TRINITY_GG_20857_c0_g1_i1.p1,OG0002372,Q6QNK2
Mcav_TRINITY_GG_49393_c4_g1_i1.p1,OG0002904,Q8WV83
Mcav_TRINITY_GG_21738_c4_g1_i1.p1,OG0000843,B2RX14
Mcav_TRINITY_GG_16909_c0_g1_i1.p1,OG0000746,Q8IYS1
Mcav_TRINITY_GG_19201_c1_g2_i1.p1,OG0004674,NA
Mcav_TRINITY_GG_17687_c1_g1_i1.p1,OG0000213,NA
Mcav_TRINITY_GG_28433_c15_g1_i1.p1,OG0007814,Q32NT4
Mcav_TRINITY_GG_17387_c3_g1_i1.p1,OG0005810,P91119
Mcav_TRINITY_GG_32964_c0_g1_i1.p1,OG0001411,NA
Mcav_TRINITY_GG_50276_c3_g1_i5.p1,OG0001504,Q9UNS1
Mcav_TRINITY_GG_43465_c4_g1_i3.p1,OG0005178,Q2HJF4
Mcav_TRINITY_GG_38666_c8_g1_i1.p1,OG0002510,Q5RAK6
Mcav_TRINITY_GG_61401_c1_g1_i1.p1,OG0011459,NA
Mcav_TRINITY_GG_59629_c0_g1_i2.p1,OG0006003,Q1RLU1
Mcav_TRINITY_GG_3556_c3_g1_i1.p2,OG0005869,Q6PF93
Mcav_TRINITY_GG_1651_c3_g1_i1.p1,OG0006276,F6QV99
Mcav_TRINITY_GG_32669_c3_g1_i2.p1,OG0008631,Q9V895
Mcav_TRINITY_GG_56477_c2_g2_i1.p1,OG0004995,Q5RC62
Mcav_TRINITY_GG_57320_c11_g1_i4.p2,OG0001841,E9PYY5
Mcav_TRINITY_GG_10381_c2_g1_i3.p1,OG0000453,Q9HCK4
Mcav_TRINITY_GG_60628_c3_g1_i1.p1,OG0004138,Q3SYV3
Mcav_TRINITY_GG_1200_c10_g1_i1.p1,OG0001741,NA
Mcav_TRINITY_GG_30212_c19_g1_i1.p1,OG0008649,Q15256
Mcav_TRINITY_GG_12112_c0_g1_i1.p1,OG0000092,NA
Mcav_TRINITY_GG_60891_c8_g1_i1.p1,OG0011978,O08912
Mcav_TRINITY_GG_45423_c2_g1_i3.p1,OG0003484,Q96QE3
Mcav_TRINITY_GG_51682_c10_g1_i1.p1,OG0005595,Q32KV4
Mcav_TRINITY_GG_54952_c20_g1_i1.p1,OG0005287,Q16832
Mcav_TRINITY_GG_26661_c60_g1_i2.p1,OG0004208,Q8WWQ0
Mcav_TRINITY_GG_7809_c2_g1_i1.p1,OG0010401,NA
Mcav_TRINITY_GG_25528_c1_g1_i2.p1,OG0000747,NA
Mcav_TRINITY_GG_54091_c9_g1_i1.p2,OG0011392,Q6PHF0
Mcav_TRINITY_GG_45376_c52_g1_i2.p1,OG0005901,NA
Mcav_TRINITY_GG_14011_c7_g1_i1.p1,OG0002456,Q8VDM6
Mcav_TRINITY_GG_41646_c2_g1_i1.p1,OG0010907,NA
Mcav_TRINITY_GG_21314_c0_g1_i1.p1,OG0000699,P49217
Mcav_TRINITY_GG_47821_c5_g1_i2.p1,OG0001491,Q6Y7W8
Mcav_TRINITY_GG_38522_c10_g1_i10.p1,OG0001822,A4IFH5
Mcav_TRINITY_GG_23659_c3_g1_i1.p1,OG0000984,NA
Mcav_TRINITY_GG_48420_c18_g1_i1.p1,OG0001170,P05689
Mcav_TRINITY_GG_10026_c0_g1_i1.p1,OG0000075,P43141
Mcav_TRINITY_GG_10370_c1_g1_i1.p1,OG0002046,NA
Mcav_TRINITY_GG_1296_c7_g1_i1.p1,OG0011414,Q6SZ65
Mcav_TRINITY_GG_61488_c13_g1_i1.p1,OG0005289,P48727
Mcav_TRINITY_GG_1699_c3_g1_i1.p1,OG0001056,NA
Mcav_TRINITY_GG_28879_c6_g1_i1.p1,OG0001136,P27085
Mcav_TRINITY_GG_34076_c23_g1_i2.p1,OG0006217,Q8BPM2
Mcav_TRINITY_GG_47944_c9_g1_i1.p1,OG0008526,Q99K43
Mcav_TRINITY_GG_57476_c15_g1_i1.p1,OG0012184,Q8C1A3
Mcav_TRINITY_GG_16322_c0_g1_i2.p1,OG0001868,D4A055
Mcav_TRINITY_GG_23834_c4_g1_i6.p1,OG0001354,NA
Mcav_TRINITY_GG_56916_c0_g1_i2.p1,OG0011388,Q3MHI4
Mcav_TRINITY_GG_51421_c26_g1_i1.p1,OG0004720,Q8QGW7
Mcav_TRINITY_GG_17129_c14_g1_i3.p1,OG0001941,NA
Mcav_TRINITY_GG_47359_c0_g1_i1.p1,OG0001713,NA
Mcav_TRINITY_GG_56599_c3_g1_i1.p1,OG0007024,Q6GLL2
Mcav_TRINITY_GG_10473_c2_g1_i1.p2,OG0010584,P11181
Mcav_TRINITY_GG_1935_c2_g1_i1.p1,OG0001377,Q2KJC3
Mcav_TRINITY_GG_20810_c1_g1_i1.p1,OG0002382,Q0VFA3
Mcav_TRINITY_GG_23183_c54_g1_i1.p1,OG0004303,Q9UPU7
Mcav_TRINITY_GG_38817_c183_g1_i1.p1,OG0005725,Q9QYU4
Mcav_TRINITY_GG_39104_c141_g1_i1.p1,OG0003156,Q6P1D7
Mcav_TRINITY_GG_14327_c7_g1_i1.p1,OG0004686,Q9Z2V5
Mcav_TRINITY_GG_53457_c2_g1_i1.p1,OG0003274,Q6P5D8
Mcav_TRINITY_GG_42699_c16_g1_i2.p1,OG0000997,Q90744
Mcav_TRINITY_GG_1986_c1_g1_i1.p1,OG0001052,NA
Mcav_TRINITY_GG_20213_c1_g1_i1.p1,OG0000598,NA
Mcav_TRINITY_GG_34189_c5_g1_i1.p1,OG0003909,Q7TN79
Mcav_TRINITY_GG_11670_c0_g1_i2.p1,OG0000077,Q96P65
Mcav_TRINITY_GG_50842_c8_g1_i1.p1,OG0012524,Q86VP3
Mcav_TRINITY_GG_55651_c7_g1_i2.p1,OG0001726,A2A825
Mcav_TRINITY_GG_25067_c7_g1_i2.p1,OG0010599,NA
Mcav_TRINITY_GG_24171_c3_g1_i2.p1,OG0002053,Q8MI28
Mcav_TRINITY_GG_17553_c14_g1_i1.p1,OG0002833,Q7TT28
Mcav_TRINITY_GG_5468_c1_g1_i1.p1,OG0009781,E7FAM5
Mcav_TRINITY_GG_31668_c9_g1_i3.p1,OG0005795,Q7TSH2
Mcav_TRINITY_GG_19336_c10_g1_i1.p1,OG0003117,Q4R6Q7
Mcav_TRINITY_GG_29241_c53_g1_i1.p1,OG0006082,O55028
Mcav_TRINITY_GG_12972_c1_g2_i2.p1,OG0004026,A4VN63
Mcav_TRINITY_GG_11002_c2_g1_i1.p1,OG0006838,Q08C93
Mcav_TRINITY_GG_58457_c21_g1_i11.p1,OG0001441,Q8MIQ9
Mcav_TRINITY_GG_62183_c2_g1_i1.p1,OG0007135,Q61214
Mcav_TRINITY_GG_11134_c21_g1_i1.p1,OG0001093,Q95NR9
Mcav_TRINITY_GG_34345_c6_g1_i3.p1,OG0003754,Q949P2
Mcav_TRINITY_GG_43389_c3_g1_i2.p1,OG0000849,Q91W43
Mcav_TRINITY_GG_13880_c5_g1_i2.p1,OG0001730,Q9EPB1
Mcav_TRINITY_GG_27263_c11_g1_i2.p1,OG0012532,D3YXG0
Mcav_TRINITY_GG_28025_c104_g1_i2.p1,OG0002081,P82094
Mcav_TRINITY_GG_14928_c5_g1_i2.p1,OG0004828,Q8IZQ1
Mcav_TRINITY_GG_39935_c8_g1_i1.p1,OG0000891,Q9JLB4
Mcav_TRINITY_GG_50625_c22_g3_i4.p1,OG0008403,Q2KID9
Mcav_TRINITY_GG_32381_c5_g1_i1.p1,OG0008145,A7RWP6
Mcav_TRINITY_GG_32345_c9_g1_i1.p1,OG0000629,Q7SIA2
Mcav_TRINITY_GG_37553_c4_g2_i1.p1,OG0008978,Q9Z0G0
Mcav_TRINITY_GG_11223_c3_g1_i1.p1,OG0008746,Q9D4H8
Mcav_TRINITY_GG_37917_c16_g1_i2.p1,OG0004823,E9Q309
Mcav_TRINITY_GG_5992_c12_g1_i1.p1,OG0001789,Q9H079
Mcav_TRINITY_GG_45825_c33_g1_i3.p1,OG0004751,Q9I830
Mcav_TRINITY_GG_3048_c7_g1_i1.p1,OG0010448,Q8D3M4
Mcav_TRINITY_GG_49128_c1_g1_i2.p1,OG0001225,Q6DRL4
Mcav_TRINITY_GG_10210_c0_g1_i1.p1,OG0010825,Q8TDP1
Mcav_TRINITY_GG_11018_c10_g1_i1.p1,OG0008401,Q29IL2
Mcav_TRINITY_GG_26333_c0_g1_i1.p2,OG0000739,Q9CUX1
Mcav_TRINITY_GG_56863_c5_g1_i1.p1,OG0003938,Q2T9S3
Mcav_TRINITY_GG_45050_c2_g2_i2.p1,OG0002055,O60318
Mcav_TRINITY_GG_32737_c7_g2_i1.p1,OG0012719,Q4R6I5
Mcav_TRINITY_GG_13298_c12_g1_i2.p1,OG0000951,Q5F364
Mcav_TRINITY_GG_39113_c7_g1_i1.p1,OG0003662,Q6NTV6
Mcav_TRINITY_GG_10181_c0_g1_i1.p1,OG0000494,NA
Mcav_TRINITY_GG_19708_c13_g1_i2.p1,OG0000831,Q5T4S7
Mcav_TRINITY_GG_41720_c1_g1_i7.p1,OG0007375,Q503V9
Mcav_TRINITY_GG_42371_c9_g1_i1.p1,OG0001678,M0R2J8
Mcav_TRINITY_GG_21777_c10_g1_i2.p1,OG0003846,A6NJI9
Mcav_TRINITY_GG_1664_c18_g1_i1.p1,OG0004478,B3EWZ6
Mcav_TRINITY_GG_49984_c5_g1_i1.p2,OG0004741,B8UU59
Mcav_TRINITY_GG_16480_c0_g1_i1.p1,OG0000625,NA
Mcav_TRINITY_GG_49742_c10_g1_i1.p1,OG0002288,Q96JI7
Mcav_TRINITY_GG_16124_c7_g1_i1.p1,OG0007984,Q6GQN7
Mcav_TRINITY_GG_18048_c4_g1_i1.p1,OG0001359,Q9NU22
Mcav_TRINITY_GG_12811_c3_g1_i1.p1,OG0012893,A7SWH1
Mcav_TRINITY_GG_2264_c42_g1_i3.p1,OG0000537,NA
Mcav_TRINITY_GG_46246_c5_g1_i1.p1,OG0002975,Q0V9R4
Mcav_TRINITY_GG_35479_c3_g1_i1.p1,OG0003681,Q4R7L3
Mcav_TRINITY_GG_1424_c1_g1_i2.p1,OG0012008,Q674X7
Mcav_TRINITY_GG_14787_c2_g1_i2.p1,OG0001216,NA
Mcav_TRINITY_GG_49380_c7_g1_i1.p1,OG0003022,P80204
Mcav_TRINITY_GG_12893_c25_g1_i2.p1,OG0000171,NA
Mcav_TRINITY_GG_55875_c10_g1_i1.p1,OG0001374,Q01968
Mcav_TRINITY_GG_11976_c0_g1_i1.p1,OG0004363,NA
Mcav_TRINITY_GG_2962_c1_g2_i1.p1,OG0010570,NA
Mcav_TRINITY_GG_10362_c9_g1_i1.p1,OG0001906,NA
Mcav_TRINITY_GG_2127_c3_g1_i1.p1,OG0005703,P17971
Mcav_TRINITY_GG_32853_c0_g1_i1.p1,OG0011328,Q7ZVH1
Mcav_TRINITY_GG_34032_c5_g1_i1.p1,OG0001669,B2GUZ1
Mcav_TRINITY_GG_35886_c0_g1_i1.p1,OG0002649,NA
Mcav_TRINITY_GG_24446_c11_g1_i1.p1,OG0003141,Q8JI28
Mcav_TRINITY_GG_49736_c5_g1_i3.p1,OG0004902,P10731
Mcav_TRINITY_GG_41473_c0_g1_i1.p1,OG0010107,Q9D110
Mcav_TRINITY_GG_26348_c10_g1_i1.p1,OG0000289,NA
Mcav_TRINITY_GG_51591_c9_g1_i5.p1,OG0006244,Q1EG27
Mcav_TRINITY_GG_38378_c6_g1_i3.p1,OG0000967,O75165
Mcav_TRINITY_GG_58993_c1_g1_i1.p1,OG0002443,Q03188
Mcav_TRINITY_GG_41309_c5_g1_i1.p1,OG0008314,NA
Mcav_TRINITY_GG_15469_c3_g1_i2.p1,OG0004353,Q7Z4N2
Mcav_TRINITY_GG_736_c4_g1_i8.p1,OG0001890,Q86TZ1
Mcav_TRINITY_GG_58942_c7_g2_i2.p1,OG0002216,Q8C753
Mcav_TRINITY_GG_41023_c203_g1_i1.p1,OG0007256,Q6GNJ8
Mcav_TRINITY_GG_33225_c1_g1_i1.p1,OG0001319,NA
Mcav_TRINITY_GG_54152_c0_g1_i1.p1,OG0007775,Q6PHS6
Mcav_TRINITY_GG_61485_c7_g1_i1.p1,OG0001437,Q9UPR5
Mcav_TRINITY_GG_29350_c2_g1_i1.p2,OG0001237,NA
Mcav_TRINITY_GG_53662_c21_g1_i2.p1,OG0005959,Q9UHD2
Mcav_TRINITY_GG_41511_c16_g1_i1.p1,OG0005532,NA
Mcav_TRINITY_GG_3652_c2_g1_i1.p1,OG0003289,Q6P4S8
Mcav_TRINITY_GG_59749_c0_g1_i2.p1,OG0006511,NA
Mcav_TRINITY_GG_10324_c1_g2_i1.p1,OG0006139,F1LU71
Mcav_TRINITY_GG_52884_c12_g1_i1.p1,OG0002247,A2AKK5
Mcav_TRINITY_GG_48385_c0_g1_i1.p1,OG0003532,Q15652
Mcav_TRINITY_GG_20626_c16_g1_i1.p1,OG0010739,Q9D7P6
Mcav_TRINITY_GG_4222_c4_g1_i1.p1,OG0003500,Q5TYW4
Mcav_TRINITY_GG_5102_c1_g1_i3.p1,OG0001118,Q5S007
Mcav_TRINITY_GG_44976_c10_g1_i1.p1,OG0002777,Q9ER00
Mcav_TRINITY_GG_39416_c102_g1_i1.p1,OG0002689,NA
Mcav_TRINITY_GG_10315_c2_g1_i1.p1,OG0001149,P09960
Mcav_TRINITY_GG_32459_c4_g1_i1.p1,OG0006113,E9Q5M6
Mcav_TRINITY_GG_27981_c10_g1_i1.p1,OG0000978,Q96PC5
Mcav_TRINITY_GG_18560_c6_g1_i1.p1,OG0006178,Q9NU19
Mcav_TRINITY_GG_21613_c0_g1_i1.p1,OG0003805,NA
Mcav_TRINITY_GG_23763_c9_g1_i1.p1,OG0005155,F6XBL2
Mcav_TRINITY_GG_26672_c0_g1_i1.p1,OG0004118,Q9P215
Mcav_TRINITY_GG_29899_c13_g1_i1.p1,OG0001561,Q7KZ85
Mcav_TRINITY_GG_7043_c4_g1_i1.p1,OG0001833,Q8CIE2
Mcav_TRINITY_GG_13177_c7_g1_i1.p1,OG0008498,Q9CWF6
Mcav_TRINITY_GG_30814_c22_g1_i2.p1,OG0002819,NA
Mcav_TRINITY_GG_29363_c10_g1_i2.p1,OG0005973,Q28772
Mcav_TRINITY_GG_40479_c108_g1_i1.p1,OG0000217,Q6PFY8
Mcav_TRINITY_GG_40855_c3_g1_i1.p1,OG0003742,Q801E2
Mcav_TRINITY_GG_25282_c7_g1_i1.p1,OG0001914,O75400
Mcav_TRINITY_GG_25317_c5_g1_i4.p1,OG0005855,Q9Y4D2
Mcav_TRINITY_GG_22336_c9_g1_i1.p1,OG0008842,Q5BJJ7
Mcav_TRINITY_GG_39104_c127_g1_i2.p1,OG0002655,Q8WV99
Mcav_TRINITY_GG_30227_c0_g1_i1.p1,OG0005387,NA
Mcav_TRINITY_GG_15491_c40_g1_i1.p1,OG0000233,A5WFR0
Mcav_TRINITY_GG_42427_c18_g1_i1.p1,OG0002083,Q69ZR9
Mcav_TRINITY_GG_28737_c14_g1_i1.p1,OG0003582,O08795
Mcav_TRINITY_GG_29905_c3_g1_i1.p1,OG0002466,Q5ZI89
Mcav_TRINITY_GG_45930_c6_g1_i1.p1,OG0003575,O97790
Mcav_TRINITY_GG_51720_c46_g1_i1.p1,OG0006129,Q4G0P3
Mcav_TRINITY_GG_30237_c4_g1_i7.p2,OG0011597,Q801S4
Mcav_TRINITY_GG_5810_c4_g3_i1.p1,OG0002329,Q95LD9
Mcav_TRINITY_GG_10936_c5_g1_i1.p1,OG0005058,Q9UBS9
Mcav_TRINITY_GG_21931_c0_g1_i1.p1,OG0007290,Q96HJ3
Mcav_TRINITY_GG_50777_c6_g1_i3.p1,OG0000828,F4JTS8
Mcav_TRINITY_GG_17760_c101_g1_i1.p1,OG0010146,NA
Mcav_TRINITY_GG_5224_c2_g1_i2.p2,OG0005774,Q7M456
Mcav_TRINITY_GG_21903_c4_g1_i6.p1,OG0004426,Q12912
Mcav_TRINITY_GG_12156_c7_g1_i1.p1,OG0000172,NA
Mcav_TRINITY_GG_52363_c1_g1_i1.p1,OG0011421,Q91VP7
Mcav_TRINITY_GG_26458_c5_g1_i1.p1,OG0008792,O97902
Mcav_TRINITY_GG_30877_c8_g1_i2.p1,OG0012849,Q8NDV7
Mcav_TRINITY_GG_36074_c6_g1_i3.p1,OG0007168,NA
Mcav_TRINITY_GG_13376_c0_g1_i1.p1,OG0000133,O43301
Mcav_TRINITY_GG_36754_c3_g1_i1.p1,OG0001528,P35280
Mcav_TRINITY_GG_27272_c0_g1_i1.p1,OG0002297,Q6NRC9
Mcav_TRINITY_GG_43399_c3_g1_i1.p1,OG0003888,O97394
Mcav_TRINITY_GG_35990_c1_g1_i1.p1,OG0008278,Q9Z0X1
Mcav_TRINITY_GG_36207_c1_g1_i1.p1,OG0010208,Q24133
Mcav_TRINITY_GG_29013_c0_g1_i1.p1,OG0009599,Q7L2J0
Mcav_TRINITY_GG_31528_c7_g1_i2.p1,OG0002389,Q08CA1
Mcav_TRINITY_GG_49129_c5_g1_i2.p1,OG0004872,Q3T8J9
Mcav_TRINITY_GG_31018_c6_g1_i1.p1,OG0011241,Q8IVN8
Mcav_TRINITY_GG_13661_c169_g1_i1.p1,OG0000243,NA
Mcav_TRINITY_GG_29002_c44_g1_i1.p1,OG0007262,Q9UBP9
Mcav_TRINITY_GG_5934_c0_g1_i1.p1,OG0000587,P11617
Mcav_TRINITY_GG_45825_c29_g1_i4.p1,OG0005459,A8E534
Mcav_TRINITY_GG_16325_c3_g1_i1.p1,OG0001673,Q80TP3
Mcav_TRINITY_GG_10718_c45_g1_i1.p1,OG0001847,B1WAZ6
Mcav_TRINITY_GG_2379_c1_g1_i1.p1,OG0001116,A2A9C3
Mcav_TRINITY_GG_13004_c6_g1_i1.p1,OG0008464,P85037
Mcav_TRINITY_GG_28806_c2_g1_i1.p1,OG0002616,P48375
Mcav_TRINITY_GG_57983_c2_g1_i1.p1,OG0012677,Q7M6Z5
Mcav_TRINITY_GG_26989_c118_g1_i1.p1,OG0003836,NA
Mcav_TRINITY_GG_45054_c17_g1_i1.p1,OG0004728,Q9UBR1
Mcav_TRINITY_GG_22932_c11_g1_i3.p1,OG0001058,Q6PQD5
Mcav_TRINITY_GG_10476_c6_g2_i2.p1,OG0000440,Q92859
Mcav_TRINITY_GG_34404_c21_g1_i3.p1,OG0007432,A6H8Z2
Mcav_TRINITY_GG_7501_c31_g1_i2.p1,OG0000942,Q99PV0
Mcav_TRINITY_GG_39794_c9_g1_i1.p1,OG0010454,Q4V7W3
Mcav_TRINITY_GG_25312_c4_g1_i1.p1,OG0007937,Q02372
Mcav_TRINITY_GG_12184_c1_g1_i1.p1,OG0000170,Q6TMK4
Mcav_TRINITY_GG_27297_c7_g1_i1.p1,OG0001194,NA
Mcav_TRINITY_GG_20281_c48_g1_i1.p1,OG0000268,Q4LDE5
Mcav_TRINITY_GG_59000_c6_g1_i1.p1,OG0006236,A2AJL3
Mcav_TRINITY_GG_13674_c0_g1_i1.p1,OG0000108,NA
Mcav_TRINITY_GG_19785_c5_g1_i1.p1,OG0007136,NA
Mcav_TRINITY_GG_49704_c9_g1_i1.p2,OG0007689,Q8C5T8
Mcav_TRINITY_GG_61999_c0_g1_i2.p1,OG0007292,Q7ZXH2
Mcav_TRINITY_GG_10921_c7_g1_i1.p1,OG0006946,Q9UMQ3
Mcav_TRINITY_GG_49378_c1_g1_i1.p1,OG0003019,NA
Mcav_TRINITY_GG_32692_c1_g1_i1.p1,OG0003219,Q498G2
Mcav_TRINITY_GG_57737_c10_g1_i1.p1,OG0004398,O75146
Mcav_TRINITY_GG_10793_c2_g1_i1.p1,OG0007466,NA
Mcav_TRINITY_GG_22630_c2_g1_i1.p1,OG0003275,NA
Mcav_TRINITY_GG_58400_c63_g1_i1.p1,OG0011828,Q9M9E8
Mcav_TRINITY_GG_15376_c0_g1_i3.p1,OG0010379,NA
Mcav_TRINITY_GG_10935_c12_g1_i2.p1,OG0000358,Q8BX70
Mcav_TRINITY_GG_36619_c37_g1_i1.p1,OG0000536,Q8T5G8
Mcav_TRINITY_GG_50110_c0_g1_i2.p1,OG0005852,Q6DRI7
Mcav_TRINITY_GG_48473_c0_g1_i1.p1,OG0008060,Q9V576
Mcav_TRINITY_GG_8879_c10_g1_i1.p2,OG0005649,NA
Mcav_TRINITY_GG_50772_c2_g2_i1.p1,OG0012399,C9J069
Mcav_TRINITY_GG_12712_c51_g1_i1.p1,OG0002444,Q9WVM6
Mcav_TRINITY_GG_4980_c3_g1_i1.p1,OG0007483,Q32KP1
Mcav_TRINITY_GG_56605_c0_g1_i1.p1,OG0010778,NA
Mcav_TRINITY_GG_10299_c3_g1_i1.p1,OG0010096,NA
Mcav_TRINITY_GG_52869_c5_g1_i1.p1,OG0007590,NA
Mcav_TRINITY_GG_41128_c7_g1_i1.p1,OG0007325,Q9W1V3
Mcav_TRINITY_GG_17965_c7_g1_i1.p1,OG0005761,Q9P281
Mcav_TRINITY_GG_20548_c8_g1_i3.p1,OG0002639,Q80V31
Mcav_TRINITY_GG_51988_c0_g2_i1.p1,OG0002481,Q80U87
Mcav_TRINITY_GG_17052_c1_g1_i1.p1,OG0011582,Q5U374
Mcav_TRINITY_GG_1450_c5_g1_i1.p1,OG0006894,Q5ZID0
