Mcav_protein_seq,Human_gene_name,Human_gene_pfam,Orthogroup,Entry
Mcav_TRINITY_GG_45339_c7_g1_i1.p1,NP_000231.1,PF13450.10,OG0003545,E7F9T0
Mcav_TRINITY_GG_45339_c7_g1_i1.p1,NP_000231.1,PF03486.18,OG0003545,E7F9T0
Mcav_TRINITY_GG_45339_c7_g1_i1.p1,NP_690863.1,PF13450.10,OG0003545,E7F9T0
Mcav_TRINITY_GG_45430_c9_g1_i1.p1,NP_665877.1,PF00043.29,OG0007750,P42620
Mcav_TRINITY_GG_45430_c9_g1_i1.p1,NP_665877.1,PF13417.10,OG0007750,P42620
Mcav_TRINITY_GG_45430_c9_g1_i1.p1,NP_665877.1,PF13409.10,OG0007750,P42620
Mcav_TRINITY_GG_45430_c9_g1_i1.p1,NP_665877.1,PF14497.10,OG0007750,P42620
Mcav_TRINITY_GG_45430_c9_g1_i1.p1,NP_665877.1,PF13410.10,OG0007750,P42620
Mcav_TRINITY_GG_45652_c5_g3_i1.p1,NP_000658.1,PF00107.30,OG0004227,Q53FA7
Mcav_TRINITY_GG_45652_c5_g3_i1.p1,NP_000658.1,PF13602.10,OG0004227,Q53FA7
Mcav_TRINITY_GG_45652_c5_g3_i1.p1,NP_000661.2,PF00107.30,OG0004227,Q53FA7
Mcav_TRINITY_GG_45652_c5_g3_i1.p1,NP_000662.3,PF13602.10,OG0004227,Q53FA7
Mcav_TRINITY_GG_45652_c5_g3_i1.p1,NP_000662.3,PF00107.30,OG0004227,Q53FA7
Mcav_TRINITY_GG_45652_c5_g3_i1.p1,NP_001159976.1,PF00107.30,OG0004227,Q53FA7
Mcav_TRINITY_GG_45652_c5_g3_i1.p1,NP_000659.2,PF13602.10,OG0004227,Q53FA7
Mcav_TRINITY_GG_45652_c5_g3_i1.p1,NP_000663.1,PF13602.10,OG0004227,Q53FA7
Mcav_TRINITY_GG_45652_c5_g3_i1.p1,NP_000660.1,PF00107.30,OG0004227,Q53FA7
Mcav_TRINITY_GG_45652_c5_g3_i1.p1,NP_000663.1,PF00107.30,OG0004227,Q53FA7
Mcav_TRINITY_GG_45652_c5_g3_i1.p1,NP_000660.1,PF13602.10,OG0004227,Q53FA7
Mcav_TRINITY_GG_45652_c5_g3_i1.p1,NP_000659.2,PF00107.30,OG0004227,Q53FA7
Mcav_TRINITY_GG_45652_c5_g3_i1.p1,NP_000661.2,PF13602.10,OG0004227,Q53FA7
Mcav_TRINITY_GG_45854_c2_g1_i1.p1,NP_000538.3,PF00084.24,OG0001028,Q8IX30
Mcav_TRINITY_GG_45854_c2_g1_i1.p1,NP_000538.3,PF00008.31,OG0001028,Q8IX30
Mcav_TRINITY_GG_45854_c2_g1_i1.p1,NP_000538.3,PF12662.11,OG0001028,Q8IX30
Mcav_TRINITY_GG_45854_c2_g1_i1.p1,NP_000538.3,PF07645.19,OG0001028,Q8IX30
Mcav_TRINITY_GG_45854_c2_g1_i1.p1,NP_000538.3,PF14670.10,OG0001028,Q8IX30
Mcav_TRINITY_GG_45854_c2_g1_i1.p1,NP_000538.3,PF12947.11,OG0001028,Q8IX30
Mcav_TRINITY_GG_45884_c6_g1_i1.p1,NP_000538.3,PF07645.19,OG0012516,A2AVA0
Mcav_TRINITY_GG_45884_c6_g1_i1.p1,NP_000541.1,PF07974.17,OG0012516,A2AVA0
Mcav_TRINITY_GG_45884_c6_g1_i1.p1,NP_000538.3,PF12947.11,OG0012516,A2AVA0
Mcav_TRINITY_GG_45884_c6_g1_i1.p1,NP_000538.3,PF00008.31,OG0012516,A2AVA0
Mcav_TRINITY_GG_45884_c6_g1_i1.p1,NP_000538.3,PF12661.11,OG0012516,A2AVA0
Mcav_TRINITY_GG_45884_c6_g1_i1.p1,NP_000538.3,PF14670.10,OG0012516,A2AVA0
Mcav_TRINITY_GG_45884_c6_g1_i1.p1,NP_000538.3,PF12662.11,OG0012516,A2AVA0
Mcav_TRINITY_GG_45884_c6_g1_i1.p1,NP_000538.3,PF00084.24,OG0012516,A2AVA0
Mcav_TRINITY_GG_45929_c5_g1_i1.p1,NP_000231.1,PF01494.23,OG0006193,Q2KIG0
Mcav_TRINITY_GG_45929_c5_g1_i1.p1,NP_000659.2,PF01262.25,OG0006193,Q2KIG0
Mcav_TRINITY_GG_45929_c5_g1_i1.p1,NP_000889.3,PF13450.10,OG0006193,Q2KIG0
Mcav_TRINITY_GG_45929_c5_g1_i1.p1,NP_000231.1,PF01266.28,OG0006193,Q2KIG0
Mcav_TRINITY_GG_45929_c5_g1_i1.p1,NP_690863.1,PF01266.28,OG0006193,Q2KIG0
Mcav_TRINITY_GG_45929_c5_g1_i1.p1,NP_000889.3,PF01134.26,OG0006193,Q2KIG0
Mcav_TRINITY_GG_45929_c5_g1_i1.p1,NP_000889.3,PF01946.21,OG0006193,Q2KIG0
Mcav_TRINITY_GG_45929_c5_g1_i1.p1,NP_690863.1,PF03486.18,OG0006193,Q2KIG0
Mcav_TRINITY_GG_45929_c5_g1_i1.p1,NP_000231.1,PF13738.10,OG0006193,Q2KIG0
Mcav_TRINITY_GG_45929_c5_g1_i1.p1,NP_000889.3,PF13454.10,OG0006193,Q2KIG0
Mcav_TRINITY_GG_45929_c5_g1_i1.p1,NP_000231.1,PF05834.16,OG0006193,Q2KIG0
Mcav_TRINITY_GG_45929_c5_g1_i1.p1,NP_000889.3,PF00890.28,OG0006193,Q2KIG0
Mcav_TRINITY_GG_45929_c5_g1_i1.p1,NP_690863.1,PF05834.16,OG0006193,Q2KIG0
Mcav_TRINITY_GG_45929_c5_g1_i1.p1,NP_000889.3,PF07992.18,OG0006193,Q2KIG0
Mcav_TRINITY_GG_45929_c5_g1_i1.p1,NP_690863.1,PF01134.26,OG0006193,Q2KIG0
Mcav_TRINITY_GG_45929_c5_g1_i1.p1,NP_000231.1,PF00890.28,OG0006193,Q2KIG0
Mcav_TRINITY_GG_45929_c5_g1_i1.p1,NP_690863.1,PF07992.18,OG0006193,Q2KIG0
Mcav_TRINITY_GG_45929_c5_g1_i1.p1,NP_000889.3,PF00070.31,OG0006193,Q2KIG0
Mcav_TRINITY_GG_45929_c5_g1_i1.p1,NP_690863.1,PF04820.18,OG0006193,Q2KIG0
Mcav_TRINITY_GG_45929_c5_g1_i1.p1,NP_690863.1,PF01946.21,OG0006193,Q2KIG0
Mcav_TRINITY_GG_45929_c5_g1_i1.p1,NP_690863.1,PF13738.10,OG0006193,Q2KIG0
Mcav_TRINITY_GG_45929_c5_g1_i1.p1,NP_000889.3,PF12831.11,OG0006193,Q2KIG0
Mcav_TRINITY_GG_45929_c5_g1_i1.p1,NP_000889.3,PF01262.25,OG0006193,Q2KIG0
Mcav_TRINITY_GG_45929_c5_g1_i1.p1,NP_690863.1,PF13454.10,OG0006193,Q2KIG0
Mcav_TRINITY_GG_45929_c5_g1_i1.p1,NP_690863.1,PF01494.23,OG0006193,Q2KIG0
Mcav_TRINITY_GG_45929_c5_g1_i1.p1,NP_000231.1,PF07992.18,OG0006193,Q2KIG0
Mcav_TRINITY_GG_45929_c5_g1_i1.p1,NP_000231.1,PF01946.21,OG0006193,Q2KIG0
Mcav_TRINITY_GG_45929_c5_g1_i1.p1,NP_000231.1,PF01262.25,OG0006193,Q2KIG0
Mcav_TRINITY_GG_45929_c5_g1_i1.p1,NP_690863.1,PF12831.11,OG0006193,Q2KIG0
Mcav_TRINITY_GG_45929_c5_g1_i1.p1,NP_000889.3,PF13738.10,OG0006193,Q2KIG0
Mcav_TRINITY_GG_45929_c5_g1_i1.p1,NP_000231.1,PF03486.18,OG0006193,Q2KIG0
Mcav_TRINITY_GG_45929_c5_g1_i1.p1,NP_690863.1,PF00890.28,OG0006193,Q2KIG0
Mcav_TRINITY_GG_45929_c5_g1_i1.p1,NP_000231.1,PF00070.31,OG0006193,Q2KIG0
Mcav_TRINITY_GG_45929_c5_g1_i1.p1,NP_000658.1,PF01262.25,OG0006193,Q2KIG0
Mcav_TRINITY_GG_45929_c5_g1_i1.p1,NP_690863.1,PF01262.25,OG0006193,Q2KIG0
Mcav_TRINITY_GG_45929_c5_g1_i1.p1,NP_000889.3,PF01494.23,OG0006193,Q2KIG0
Mcav_TRINITY_GG_45929_c5_g1_i1.p1,NP_000889.3,PF05834.16,OG0006193,Q2KIG0
Mcav_TRINITY_GG_45929_c5_g1_i1.p1,NP_000889.3,PF03486.18,OG0006193,Q2KIG0
Mcav_TRINITY_GG_45929_c5_g1_i1.p1,NP_000889.3,PF01266.28,OG0006193,Q2KIG0
Mcav_TRINITY_GG_45929_c5_g1_i1.p1,NP_000231.1,PF13450.10,OG0006193,Q2KIG0
Mcav_TRINITY_GG_45929_c5_g1_i1.p1,NP_690863.1,PF00070.31,OG0006193,Q2KIG0
Mcav_TRINITY_GG_45929_c5_g1_i1.p1,NP_000231.1,PF01134.26,OG0006193,Q2KIG0
Mcav_TRINITY_GG_45929_c5_g1_i1.p1,NP_000231.1,PF12831.11,OG0006193,Q2KIG0
Mcav_TRINITY_GG_45929_c5_g1_i1.p1,NP_690863.1,PF13450.10,OG0006193,Q2KIG0
Mcav_TRINITY_GG_45929_c5_g1_i1.p1,NP_000231.1,PF13454.10,OG0006193,Q2KIG0
Mcav_TRINITY_GG_47329_c2_g1_i1.p1,NP_000659.2,PF13602.10,OG0007852,Q59A28
Mcav_TRINITY_GG_47329_c2_g1_i1.p1,NP_000661.2,PF13602.10,OG0007852,Q59A28
Mcav_TRINITY_GG_47329_c2_g1_i1.p1,NP_000662.3,PF13602.10,OG0007852,Q59A28
Mcav_TRINITY_GG_47329_c2_g1_i1.p1,NP_000660.1,PF13602.10,OG0007852,Q59A28
Mcav_TRINITY_GG_47329_c2_g1_i1.p1,NP_000658.1,PF13602.10,OG0007852,Q59A28
Mcav_TRINITY_GG_47329_c2_g1_i1.p1,NP_000663.1,PF13602.10,OG0007852,Q59A28
Mcav_TRINITY_GG_47704_c5_g1_i4.p1,NP_000538.3,PF00084.24,OG0002779,Q7Z408
Mcav_TRINITY_GG_48232_c4_g1_i1.p1,NP_000541.1,PF21314.1,OG0008781,NA
Mcav_TRINITY_GG_48232_c4_g1_i1.p1,NP_000541.1,PF11174.12,OG0008781,NA
Mcav_TRINITY_GG_48424_c14_g1_i3.p1,NP_000745.1,PF13578.10,OG0001525,Q91WU5
Mcav_TRINITY_GG_48424_c14_g1_i3.p1,NP_002677.1,PF08241.16,OG0001525,Q91WU5
Mcav_TRINITY_GG_48424_c14_g1_i3.p1,NP_000745.1,PF01135.23,OG0001525,Q91WU5
Mcav_TRINITY_GG_48424_c14_g1_i3.p1,NP_000745.1,PF13847.10,OG0001525,Q91WU5
Mcav_TRINITY_GG_48424_c14_g1_i3.p1,NP_002677.1,PF13489.10,OG0001525,Q91WU5
Mcav_TRINITY_GG_48424_c14_g1_i3.p1,NP_002677.1,PF08242.16,OG0001525,Q91WU5
Mcav_TRINITY_GG_48524_c7_g1_i1.p1,NP_000538.3,PF14670.10,OG0012265,P49013
Mcav_TRINITY_GG_48524_c7_g1_i1.p1,NP_000538.3,PF12947.11,OG0012265,P49013
Mcav_TRINITY_GG_48524_c7_g1_i1.p1,NP_000541.1,PF07974.17,OG0012265,P49013
Mcav_TRINITY_GG_48524_c7_g1_i1.p1,NP_000538.3,PF00008.31,OG0012265,P49013
Mcav_TRINITY_GG_48524_c7_g1_i1.p1,NP_000538.3,PF12661.11,OG0012265,P49013
Mcav_TRINITY_GG_48590_c6_g1_i1.p1,NP_000344.1,PF00266.23,OG0008806,A2VDS1
Mcav_TRINITY_GG_49001_c4_g1_i2.p1,NP_000662.3,PF13602.10,OG0007001,Q8JFV8
Mcav_TRINITY_GG_49001_c4_g1_i2.p1,NP_000660.1,PF13602.10,OG0007001,Q8JFV8
Mcav_TRINITY_GG_49001_c4_g1_i2.p1,NP_000660.1,PF08240.16,OG0007001,Q8JFV8
Mcav_TRINITY_GG_49001_c4_g1_i2.p1,NP_000658.1,PF00107.30,OG0007001,Q8JFV8
Mcav_TRINITY_GG_49001_c4_g1_i2.p1,NP_000658.1,PF08240.16,OG0007001,Q8JFV8
Mcav_TRINITY_GG_49001_c4_g1_i2.p1,NP_000659.2,PF13602.10,OG0007001,Q8JFV8
Mcav_TRINITY_GG_49001_c4_g1_i2.p1,NP_000663.1,PF08240.16,OG0007001,Q8JFV8
Mcav_TRINITY_GG_49001_c4_g1_i2.p1,NP_000663.1,PF13602.10,OG0007001,Q8JFV8
Mcav_TRINITY_GG_49001_c4_g1_i2.p1,NP_000661.2,PF00107.30,OG0007001,Q8JFV8
Mcav_TRINITY_GG_49001_c4_g1_i2.p1,NP_000662.3,PF00107.30,OG0007001,Q8JFV8
Mcav_TRINITY_GG_49001_c4_g1_i2.p1,NP_000659.2,PF08240.16,OG0007001,Q8JFV8
Mcav_TRINITY_GG_49001_c4_g1_i2.p1,NP_000658.1,PF13602.10,OG0007001,Q8JFV8
Mcav_TRINITY_GG_49001_c4_g1_i2.p1,NP_000662.3,PF08240.16,OG0007001,Q8JFV8
Mcav_TRINITY_GG_49001_c4_g1_i2.p1,NP_000661.2,PF13602.10,OG0007001,Q8JFV8
Mcav_TRINITY_GG_49001_c4_g1_i2.p1,NP_000660.1,PF00107.30,OG0007001,Q8JFV8
Mcav_TRINITY_GG_49001_c4_g1_i2.p1,NP_000661.2,PF08240.16,OG0007001,Q8JFV8
Mcav_TRINITY_GG_49001_c4_g1_i2.p1,NP_001159976.1,PF08240.16,OG0007001,Q8JFV8
Mcav_TRINITY_GG_49001_c4_g1_i2.p1,NP_000659.2,PF00107.30,OG0007001,Q8JFV8
Mcav_TRINITY_GG_49001_c4_g1_i2.p1,NP_000663.1,PF00107.30,OG0007001,Q8JFV8
Mcav_TRINITY_GG_49001_c4_g1_i2.p1,NP_001159976.1,PF00107.30,OG0007001,Q8JFV8
Mcav_TRINITY_GG_4943_c8_g2_i1.p1,NP_000541.1,PF07974.17,OG0012868,P11584
Mcav_TRINITY_GG_4957_c2_g1_i1.p1,NP_000889.3,PF07992.18,OG0008309,P58027
Mcav_TRINITY_GG_4957_c2_g1_i1.p1,NP_690863.1,PF05834.16,OG0008309,P58027
Mcav_TRINITY_GG_4957_c2_g1_i1.p1,NP_000231.1,PF00070.31,OG0008309,P58027
Mcav_TRINITY_GG_4957_c2_g1_i1.p1,NP_690863.1,PF00070.31,OG0008309,P58027
Mcav_TRINITY_GG_4957_c2_g1_i1.p1,NP_690863.1,PF01266.28,OG0008309,P58027
Mcav_TRINITY_GG_4957_c2_g1_i1.p1,NP_690863.1,PF01134.26,OG0008309,P58027
Mcav_TRINITY_GG_4957_c2_g1_i1.p1,NP_000889.3,PF06100.15,OG0008309,P58027
Mcav_TRINITY_GG_4957_c2_g1_i1.p1,NP_690863.1,PF07992.18,OG0008309,P58027
Mcav_TRINITY_GG_4957_c2_g1_i1.p1,NP_000231.1,PF01593.28,OG0008309,P58027
Mcav_TRINITY_GG_4957_c2_g1_i1.p1,NP_000231.1,PF01946.21,OG0008309,P58027
Mcav_TRINITY_GG_4957_c2_g1_i1.p1,NP_690863.1,PF12831.11,OG0008309,P58027
Mcav_TRINITY_GG_4957_c2_g1_i1.p1,NP_000889.3,PF13454.10,OG0008309,P58027
Mcav_TRINITY_GG_4957_c2_g1_i1.p1,NP_000889.3,PF01134.26,OG0008309,P58027
Mcav_TRINITY_GG_4957_c2_g1_i1.p1,NP_690863.1,PF13450.10,OG0008309,P58027
Mcav_TRINITY_GG_4957_c2_g1_i1.p1,NP_000889.3,PF01946.21,OG0008309,P58027
Mcav_TRINITY_GG_4957_c2_g1_i1.p1,NP_000889.3,PF01593.28,OG0008309,P58027
Mcav_TRINITY_GG_4957_c2_g1_i1.p1,NP_000889.3,PF00890.28,OG0008309,P58027
Mcav_TRINITY_GG_4957_c2_g1_i1.p1,NP_000889.3,PF05834.16,OG0008309,P58027
Mcav_TRINITY_GG_4957_c2_g1_i1.p1,NP_000889.3,PF00070.31,OG0008309,P58027
Mcav_TRINITY_GG_4957_c2_g1_i1.p1,NP_000231.1,PF03486.18,OG0008309,P58027
Mcav_TRINITY_GG_4957_c2_g1_i1.p1,NP_690863.1,PF13454.10,OG0008309,P58027
Mcav_TRINITY_GG_4957_c2_g1_i1.p1,NP_000889.3,PF13450.10,OG0008309,P58027
Mcav_TRINITY_GG_4957_c2_g1_i1.p1,NP_690863.1,PF03486.18,OG0008309,P58027
Mcav_TRINITY_GG_4957_c2_g1_i1.p1,NP_000231.1,PF07992.18,OG0008309,P58027
Mcav_TRINITY_GG_4957_c2_g1_i1.p1,NP_000231.1,PF13454.10,OG0008309,P58027
Mcav_TRINITY_GG_4957_c2_g1_i1.p1,NP_000889.3,PF12831.11,OG0008309,P58027
Mcav_TRINITY_GG_4957_c2_g1_i1.p1,NP_000231.1,PF13450.10,OG0008309,P58027
Mcav_TRINITY_GG_4957_c2_g1_i1.p1,NP_690863.1,PF01593.28,OG0008309,P58027
Mcav_TRINITY_GG_4957_c2_g1_i1.p1,NP_000231.1,PF13738.10,OG0008309,P58027
Mcav_TRINITY_GG_4957_c2_g1_i1.p1,NP_000231.1,PF06100.15,OG0008309,P58027
Mcav_TRINITY_GG_4957_c2_g1_i1.p1,NP_690863.1,PF01946.21,OG0008309,P58027
Mcav_TRINITY_GG_4957_c2_g1_i1.p1,NP_000231.1,PF00890.28,OG0008309,P58027
Mcav_TRINITY_GG_4957_c2_g1_i1.p1,NP_000889.3,PF03486.18,OG0008309,P58027
Mcav_TRINITY_GG_4957_c2_g1_i1.p1,NP_690863.1,PF00890.28,OG0008309,P58027
Mcav_TRINITY_GG_4957_c2_g1_i1.p1,NP_000231.1,PF01134.26,OG0008309,P58027
Mcav_TRINITY_GG_4957_c2_g1_i1.p1,NP_690863.1,PF13738.10,OG0008309,P58027
Mcav_TRINITY_GG_4957_c2_g1_i1.p1,NP_000231.1,PF05834.16,OG0008309,P58027
Mcav_TRINITY_GG_4957_c2_g1_i1.p1,NP_690863.1,PF06100.15,OG0008309,P58027
Mcav_TRINITY_GG_4957_c2_g1_i1.p1,NP_000889.3,PF13738.10,OG0008309,P58027
Mcav_TRINITY_GG_4957_c2_g1_i1.p1,NP_000231.1,PF12831.11,OG0008309,P58027
Mcav_TRINITY_GG_4957_c2_g1_i1.p1,NP_000231.1,PF01266.28,OG0008309,P58027
Mcav_TRINITY_GG_4957_c2_g1_i1.p1,NP_000889.3,PF01266.28,OG0008309,P58027
Mcav_TRINITY_GG_49601_c84_g1_i1.p2,NP_000662.3,PF08240.16,OG0003950,P62323
Mcav_TRINITY_GG_49601_c84_g1_i1.p2,NP_000663.1,PF08240.16,OG0003950,P62323
Mcav_TRINITY_GG_49601_c84_g1_i1.p2,NP_000658.1,PF08240.16,OG0003950,P62323
Mcav_TRINITY_GG_49601_c84_g1_i1.p2,NP_000661.2,PF08240.16,OG0003950,P62323
Mcav_TRINITY_GG_49601_c84_g1_i1.p2,NP_000660.1,PF08240.16,OG0003950,P62323
Mcav_TRINITY_GG_49601_c84_g1_i1.p2,NP_001159976.1,PF08240.16,OG0003950,P62323
Mcav_TRINITY_GG_49601_c84_g1_i1.p2,NP_000659.2,PF08240.16,OG0003950,P62323
Mcav_TRINITY_GG_49601_c98_g2_i1.p1,NP_000231.1,PF07992.18,OG0002213,Q96NN9
Mcav_TRINITY_GG_49601_c98_g2_i1.p1,NP_690863.1,PF03486.18,OG0002213,Q96NN9
Mcav_TRINITY_GG_49601_c98_g2_i1.p1,NP_690863.1,PF13738.10,OG0002213,Q96NN9
Mcav_TRINITY_GG_49601_c98_g2_i1.p1,NP_000889.3,PF13738.10,OG0002213,Q96NN9
Mcav_TRINITY_GG_49601_c98_g2_i1.p1,NP_000663.1,PF02254.22,OG0002213,Q96NN9
Mcav_TRINITY_GG_49601_c98_g2_i1.p1,NP_000889.3,PF01266.28,OG0002213,Q96NN9
Mcav_TRINITY_GG_49601_c98_g2_i1.p1,NP_000231.1,PF13454.10,OG0002213,Q96NN9
Mcav_TRINITY_GG_49601_c98_g2_i1.p1,NP_690863.1,PF01266.28,OG0002213,Q96NN9
Mcav_TRINITY_GG_49601_c98_g2_i1.p1,NP_000889.3,PF00890.28,OG0002213,Q96NN9
Mcav_TRINITY_GG_49601_c98_g2_i1.p1,NP_000231.1,PF01266.28,OG0002213,Q96NN9
Mcav_TRINITY_GG_49601_c98_g2_i1.p1,NP_690863.1,PF00890.28,OG0002213,Q96NN9
Mcav_TRINITY_GG_49601_c98_g2_i1.p1,NP_690863.1,PF07992.18,OG0002213,Q96NN9
Mcav_TRINITY_GG_49601_c98_g2_i1.p1,NP_000231.1,PF00890.28,OG0002213,Q96NN9
Mcav_TRINITY_GG_49601_c98_g2_i1.p1,NP_000660.1,PF02254.22,OG0002213,Q96NN9
Mcav_TRINITY_GG_49601_c98_g2_i1.p1,NP_690863.1,PF02254.22,OG0002213,Q96NN9
Mcav_TRINITY_GG_49601_c98_g2_i1.p1,NP_000231.1,PF03486.18,OG0002213,Q96NN9
Mcav_TRINITY_GG_49601_c98_g2_i1.p1,NP_690863.1,PF00070.31,OG0002213,Q96NN9
Mcav_TRINITY_GG_49601_c98_g2_i1.p1,NP_000231.1,PF00070.31,OG0002213,Q96NN9
Mcav_TRINITY_GG_49601_c98_g2_i1.p1,NP_000658.1,PF02254.22,OG0002213,Q96NN9
Mcav_TRINITY_GG_49601_c98_g2_i1.p1,NP_000889.3,PF07992.18,OG0002213,Q96NN9
Mcav_TRINITY_GG_49601_c98_g2_i1.p1,NP_690863.1,PF13241.10,OG0002213,Q96NN9
Mcav_TRINITY_GG_49601_c98_g2_i1.p1,NP_000889.3,PF03486.18,OG0002213,Q96NN9
Mcav_TRINITY_GG_49601_c98_g2_i1.p1,NP_690863.1,PF04820.18,OG0002213,Q96NN9
Mcav_TRINITY_GG_49601_c98_g2_i1.p1,NP_000889.3,PF13454.10,OG0002213,Q96NN9
Mcav_TRINITY_GG_49601_c98_g2_i1.p1,NP_000889.3,PF00070.31,OG0002213,Q96NN9
Mcav_TRINITY_GG_49601_c98_g2_i1.p1,NP_000231.1,PF13738.10,OG0002213,Q96NN9
Mcav_TRINITY_GG_49601_c98_g2_i1.p1,NP_000231.1,PF02254.22,OG0002213,Q96NN9
Mcav_TRINITY_GG_49601_c98_g2_i1.p1,NP_000889.3,PF02254.22,OG0002213,Q96NN9
Mcav_TRINITY_GG_49601_c98_g2_i1.p1,NP_690863.1,PF01488.24,OG0002213,Q96NN9
Mcav_TRINITY_GG_49601_c98_g2_i1.p1,NP_000659.2,PF02254.22,OG0002213,Q96NN9
Mcav_TRINITY_GG_49601_c98_g2_i1.p1,NP_690863.1,PF13454.10,OG0002213,Q96NN9
Mcav_TRINITY_GG_49736_c5_g1_i3.p1,NP_000778.3,PF03712.19,OG0004902,P10731
Mcav_TRINITY_GG_49736_c5_g1_i3.p1,NP_000778.3,PF01082.24,OG0004902,P10731
Mcav_TRINITY_GG_50090_c3_g1_i2.p1,NP_002071.2,PF00155.25,OG0004683,P12345
Mcav_TRINITY_GG_50090_c3_g1_i2.p1,NP_000781.2,PF00155.25,OG0004683,P12345
Mcav_TRINITY_GG_50090_c3_g1_i2.p1,NP_002070.1,PF00155.25,OG0004683,P12345
Mcav_TRINITY_GG_50090_c3_g1_i2.p1,NP_000344.1,PF00155.25,OG0004683,P12345
Mcav_TRINITY_GG_50805_c42_g2_i1.p1,NP_000538.3,PF07645.19,OG0000764,Q4LDE5
Mcav_TRINITY_GG_50805_c42_g2_i1.p1,NP_000538.3,PF00084.24,OG0000764,Q4LDE5
Mcav_TRINITY_GG_50805_c42_g2_i1.p1,NP_000538.3,PF14670.10,OG0000764,Q4LDE5
Mcav_TRINITY_GG_50805_c42_g2_i1.p1,NP_000538.3,PF12662.11,OG0000764,Q4LDE5
Mcav_TRINITY_GG_50805_c42_g2_i1.p1,NP_000538.3,PF12947.11,OG0000764,Q4LDE5
Mcav_TRINITY_GG_50805_c42_g2_i1.p1,NP_000538.3,PF12661.11,OG0000764,Q4LDE5
Mcav_TRINITY_GG_50805_c42_g2_i1.p1,NP_000538.3,PF00008.31,OG0000764,Q4LDE5
Mcav_TRINITY_GG_50861_c1_g1_i2.p1,NP_000659.2,PF01262.25,OG0003914,Q8U3Y2
Mcav_TRINITY_GG_50861_c1_g1_i2.p1,NP_690863.1,PF01488.24,OG0003914,Q8U3Y2
Mcav_TRINITY_GG_50861_c1_g1_i2.p1,NP_000660.1,PF02826.23,OG0003914,Q8U3Y2
Mcav_TRINITY_GG_50861_c1_g1_i2.p1,NP_690863.1,PF00899.25,OG0003914,Q8U3Y2
Mcav_TRINITY_GG_50861_c1_g1_i2.p1,NP_000231.1,PF01262.25,OG0003914,Q8U3Y2
Mcav_TRINITY_GG_50861_c1_g1_i2.p1,NP_000889.3,PF07991.16,OG0003914,Q8U3Y2
Mcav_TRINITY_GG_50861_c1_g1_i2.p1,NP_000889.3,PF01262.25,OG0003914,Q8U3Y2
Mcav_TRINITY_GG_50861_c1_g1_i2.p1,NP_000663.1,PF02826.23,OG0003914,Q8U3Y2
Mcav_TRINITY_GG_50861_c1_g1_i2.p1,NP_000658.1,PF01262.25,OG0003914,Q8U3Y2
Mcav_TRINITY_GG_50861_c1_g1_i2.p1,NP_690863.1,PF01262.25,OG0003914,Q8U3Y2
Mcav_TRINITY_GG_50890_c2_g1_i1.p1,NP_000344.1,PF12897.11,OG0007932,H3ZPL1
Mcav_TRINITY_GG_50890_c2_g1_i1.p1,NP_002071.2,PF00155.25,OG0007932,H3ZPL1
Mcav_TRINITY_GG_50890_c2_g1_i1.p1,NP_000781.2,PF00155.25,OG0007932,H3ZPL1
Mcav_TRINITY_GG_50890_c2_g1_i1.p1,NP_000344.1,PF00155.25,OG0007932,H3ZPL1
Mcav_TRINITY_GG_50890_c2_g1_i1.p1,NP_002070.1,PF00155.25,OG0007932,H3ZPL1
Mcav_TRINITY_GG_5092_c4_g1_i1.p1,NP_000363.1,PF06305.15,OG0008014,NA
Mcav_TRINITY_GG_50943_c1_g1_i1.p1,NP_000663.1,PF02826.23,OG0008005,Q9CXR1
Mcav_TRINITY_GG_50943_c1_g1_i1.p1,NP_000660.1,PF02826.23,OG0008005,Q9CXR1
Mcav_TRINITY_GG_51327_c1_g1_i1.p1,NP_690863.1,PF01266.28,OG0001397,Q63342
Mcav_TRINITY_GG_51327_c1_g1_i1.p1,NP_000231.1,PF01266.28,OG0001397,Q63342
Mcav_TRINITY_GG_51327_c1_g1_i1.p1,NP_000231.1,PF13738.10,OG0001397,Q63342
Mcav_TRINITY_GG_51327_c1_g1_i1.p1,NP_000889.3,PF13738.10,OG0001397,Q63342
Mcav_TRINITY_GG_51327_c1_g1_i1.p1,NP_690863.1,PF13738.10,OG0001397,Q63342
Mcav_TRINITY_GG_51327_c1_g1_i1.p1,NP_000889.3,PF01266.28,OG0001397,Q63342
Mcav_TRINITY_GG_51729_c5_g3_i1.p1,NP_000889.3,PF13738.10,OG0012224,Q9UJX0
Mcav_TRINITY_GG_51729_c5_g3_i1.p1,NP_690863.1,PF07992.18,OG0012224,Q9UJX0
Mcav_TRINITY_GG_51729_c5_g3_i1.p1,NP_000889.3,PF00070.31,OG0012224,Q9UJX0
Mcav_TRINITY_GG_51729_c5_g3_i1.p1,NP_690863.1,PF13738.10,OG0012224,Q9UJX0
Mcav_TRINITY_GG_51729_c5_g3_i1.p1,NP_690863.1,PF00070.31,OG0012224,Q9UJX0
Mcav_TRINITY_GG_51729_c5_g3_i1.p1,NP_000889.3,PF07992.18,OG0012224,Q9UJX0
Mcav_TRINITY_GG_51729_c5_g3_i1.p1,NP_000231.1,PF13738.10,OG0012224,Q9UJX0
